Project,Package,Address,AMW,ATFD,BOvM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,Futile Abstract Pipeline,GREEDY,HIT,LOCC,NAS,NAbsM,NOA,NOAM,NOD,NODD,NOM,NOPA,NProtM,NTempF,NSPECM,NrEC,NrBM,NrFE,NrIC,NrSS,PNAS,SCHIZO,TCC,Tradition Breaker,Temporary Field Host,WMC,WOC,is abstract,is interface,is leaf-class,is root-class,Brain Class
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ShowBackendState,org.objectweb.cjdbc.console.text.commands.dbadmin.ShowBackendState,2.8,0,0,1,5,0,0,1,0,2,14,0,FALSE,0,0,113,0,0,0,2,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,FALSE,FALSE,14,0.5,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ShowControllers,org.objectweb.cjdbc.console.text.commands.dbadmin.ShowControllers,1.25,0,0,1,4,0,0,0,0,2,5,0,FALSE,0,0,46,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,5,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,TransferBackend,org.objectweb.cjdbc.console.text.commands.dbadmin.TransferBackend,1,0,0,1,4,0,0,0,0,2,6,0,FALSE,0,0,63,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,5,0.5,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,TransferDump,org.objectweb.cjdbc.console.text.commands.dbadmin.TransferDump,1.2,0,0,1,4,0,0,0,0,2,6,0,FALSE,0,0,68,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,6,0.75,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,UpdateDumpPath,org.objectweb.cjdbc.console.text.commands.dbadmin.UpdateDumpPath,1.6,0,0,1,4,0,0,0,0,2,7,0,FALSE,0,0,75,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,8,0.75,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ViewBackupers,org.objectweb.cjdbc.console.text.commands.dbadmin.ViewBackupers,1.67,0,0,1,6,0,0,0,0,2,8,0,FALSE,0,0,77,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,10,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ViewCheckpointNames,org.objectweb.cjdbc.console.text.commands.dbadmin.ViewCheckpointNames,1.25,0,0,1,4,0,0,0,0,2,5,0,FALSE,0,0,44,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,5,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ViewDumps,org.objectweb.cjdbc.console.text.commands.dbadmin.ViewDumps,1.33,7,0,1,7,0,0,0.5,0,2,14,1,FALSE,1000,0,79,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,8,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ResultSetFormatter,org.objectweb.cjdbc.console.text.formatter.ResultSetFormatter,6.33,0,0,1,3,0,0,0.5,0,0,6,0,FALSE,0,0,125,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,-1,0,1,FALSE,FALSE,19,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,TableFormatter,org.objectweb.cjdbc.console.text.formatter.TableFormatter,3,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,211,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,21,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,AbstractMonitorCommand,org.objectweb.cjdbc.console.text.commands.monitor.AbstractMonitorCommand,1,2,0,0.33,2,1,1,0,2,1,2,2,FALSE,0,1,30,0,0,3,1,9,9,2,0,0,0,0,0,0,0,0,0,1,0,1,FALSE,FALSE,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ChangeTarget,org.objectweb.cjdbc.console.text.commands.monitor.ChangeTarget,1.75,1,0,0.67,6,0,0,0,0,2,8,1,FALSE,0,0,60,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,7,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ShowBackends,org.objectweb.cjdbc.console.text.commands.monitor.ShowBackends,1,0,0,0.67,5,0,0,0,0,2,5,0,FALSE,0,0,39,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ShowCache,org.objectweb.cjdbc.console.text.commands.monitor.ShowCache,1,0,0,0.67,5,0,0,0,0,2,5,0,FALSE,0,0,40,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ShowCacheStats,org.objectweb.cjdbc.console.text.commands.monitor.ShowCacheStats,1,0,0,0.33,5,0,0,0,0,2,5,0,FALSE,0,0,39,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ShowController,org.objectweb.cjdbc.console.text.commands.monitor.ShowController,1,0,0,0.33,5,0,0,0,0,2,5,0,FALSE,0,0,39,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ShowDatabases,org.objectweb.cjdbc.console.text.commands.monitor.ShowDatabases,1,0,0,0.33,5,0,0,0,0,2,5,0,FALSE,0,0,39,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ShowRecoveryLog,org.objectweb.cjdbc.console.text.commands.monitor.ShowRecoveryLog,1,0,0,0.67,5,0,0,0,0,2,5,0,FALSE,0,0,39,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ShowScheduler,org.objectweb.cjdbc.console.text.commands.monitor.ShowScheduler,1,0,0,0.67,5,0,0,0,0,2,5,0,FALSE,0,0,39,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ShowStats,org.objectweb.cjdbc.console.text.commands.monitor.ShowStats,1,0,0,0.67,5,0,0,0,0,2,5,0,FALSE,0,0,39,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,Begin,org.objectweb.cjdbc.console.text.commands.sqlconsole.Begin,1,1,0,0.67,3,0,0,0,0,1,5,1,FALSE,0,0,46,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,CallStoredProcedure,org.objectweb.cjdbc.console.text.commands.sqlconsole.CallStoredProcedure,1,3,1,0.67,5,0,0,0,0,1,11,1,FALSE,0,0,87,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,6,0.75,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,Commit,org.objectweb.cjdbc.console.text.commands.sqlconsole.Commit,1,1,0,0.67,3,0,0,0,0,1,4,1,FALSE,0,0,46,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,4,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,Load,org.objectweb.cjdbc.console.text.commands.sqlconsole.Load,1.83,1,1,0.67,3,0,0,0,0,1,7,1,FALSE,0,0,112,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0.2,0,0.1,FALSE,FALSE,11,0.8,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,Rollback,org.objectweb.cjdbc.console.text.commands.sqlconsole.Rollback,1.4,1,1,0.67,3,0,0,0,0,1,7,1,FALSE,0,0,75,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,7,0.75,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,SetFetchSize,org.objectweb.cjdbc.console.text.commands.sqlconsole.SetFetchSize,1,1,1,0.67,3,0,0,0,0,1,5,1,FALSE,0,0,55,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,5,0.75,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,SetIsolation,org.objectweb.cjdbc.console.text.commands.sqlconsole.SetIsolation,1,1,1,0.67,4,0,0,0,0,1,6,1,FALSE,0,0,61,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,5,0.75,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,SetMaxRows,org.objectweb.cjdbc.console.text.commands.sqlconsole.SetMaxRows,1,1,1,0.67,3,0,0,0,0,1,5,1,FALSE,0,0,55,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,5,0.75,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,SetSavePoint,org.objectweb.cjdbc.console.text.commands.sqlconsole.SetSavePoint,1.2,1,1,0.67,3,0,0,0,0,1,7,1,FALSE,0,0,62,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,6,0.75,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,SetTimeout,org.objectweb.cjdbc.console.text.commands.sqlconsole.SetTimeout,1,1,1,0.67,3,0,0,0,0,1,5,1,FALSE,0,0,55,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,5,0.75,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ShowTables,org.objectweb.cjdbc.console.text.commands.sqlconsole.ShowTables,1.6,1,0,0.67,5,0,0,0,0,1,8,1,FALSE,0,0,68,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,8,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,WizardListener,org.objectweb.cjdbc.console.wizard.listeners.WizardListener,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,2,17,0,3,0,0,9,2,3,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,Backend,org.objectweb.cjdbc.console.wizard.objects.Backend,0.94,0,0,1,0,2,6,2,0,3,0,0,FALSE,0,0,179,0,0,8,16,0,0,18,8,0,0,0,0,0,0,0,0,-1,0,0.07,FALSE,FALSE,17,0.04,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ConnectionInfo,org.objectweb.cjdbc.console.wizard.objects.ConnectionInfo,0.89,0,0,1,0,2,5,2,1,0,0,0,FALSE,0,0,87,0,0,4,8,0,0,9,4,0,0,0,0,0,0,0,0,-1,0,0.14,FALSE,FALSE,8,0,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ConnectionTypeInfo,org.objectweb.cjdbc.console.wizard.objects.ConnectionTypeInfo,1.62,0,0,1,2,3,6,0,0,0,2,0,FALSE,0,0,104,0,0,3,4,0,0,8,2,0,1,0,0,0,0,0,0,-1,0,0.43,FALSE,TRUE,13,0.33,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ConnectionParameterDialog,org.objectweb.cjdbc.console.wizard.objects.ConnectionParameterDialog,1.67,1,0,1,4,1,1,0,1,5,7,1,FALSE,0,0,89,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,5,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,User,org.objectweb.cjdbc.console.wizard.objects.User,0.83,0,0,1,0,2,4,2,0,3,0,0,FALSE,0,0,53,0,0,2,4,0,0,6,2,0,0,0,0,0,0,0,0,-1,0,0.4,FALSE,FALSE,5,0.14,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,WizardTab,org.objectweb.cjdbc.console.wizard.WizardTab,1.33,0,0,1,1,0,0,0,1,4,1,0,FALSE,0,1,87,2,0,3,0,7,7,6,0,0,0,0,0,0,0,0,0,0.4,0,0,FALSE,FALSE,8,1,TRUE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,WizardTabs,org.objectweb.cjdbc.console.wizard.WizardTabs,5.83,61,0,1,15,5,8,3.5,7,4,161,12,FALSE,8110,0,792,7,0,8,0,0,0,12,0,0,0,3,0,2,0,1,0,0.7,0,0.35,FALSE,FALSE,70,1,FALSE,FALSE,TRUE,TRUE,TRUE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,WizardConstants,org.objectweb.cjdbc.console.wizard.WizardConstants,3,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,128,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,FALSE,FALSE,3,0.02,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,XmlValidatorFrame,org.objectweb.cjdbc.console.wizard.XmlValidatorFrame,1,0,0,1,4,1,1,0,1,5,8,0,FALSE,0,0,56,0,0,3,0,0,0,3,3,0,1,0,0,0,0,0,0,-1,0,1,FALSE,TRUE,3,0.4,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,XmlWizard,org.objectweb.cjdbc.console.wizard.XmlWizard,3.67,2,0,1,8,0,0,1,1,5,23,1,FALSE,0,0,309,0,0,3,0,0,0,9,0,0,0,0,0,1,1,0,0,-1,0,0.24,FALSE,FALSE,33,1,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,AuthenticationTab,org.objectweb.cjdbc.console.wizard.tab.AuthenticationTab,1,1,0,0.33,2,1,1,0,1,5,4,1,FALSE,0,0,186,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,1,FALSE,FALSE,2,0.33,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,BackendTab,org.objectweb.cjdbc.console.wizard.tab.BackendTab,3.44,27,1,1,7,1,1,2,0,5,43,3,FALSE,2010,0,455,6,0,18,0,0,0,9,1,0,2,0,0,1,0,3,0,0.86,0,0.46,FALSE,TRUE,31,0.88,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,CachingTab,org.objectweb.cjdbc.console.wizard.tab.CachingTab,2.5,0,0,0.33,2,0,0,2,0,5,3,0,FALSE,0,0,224,1,0,10,0,0,0,2,10,0,0,0,0,0,0,0,0,1,0,1,FALSE,FALSE,5,0.09,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,DistributionTab,org.objectweb.cjdbc.console.wizard.tab.DistributionTab,1,0,0,0.33,2,0,0,2,0,5,3,0,FALSE,0,0,67,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,1,0,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,RecoveryTab,org.objectweb.cjdbc.console.wizard.tab.RecoveryTab,2,0,0,0.67,2,0,0,2,0,5,2,0,FALSE,0,0,126,1,0,7,0,0,0,2,7,0,0,0,0,0,0,0,0,1,0,1,FALSE,FALSE,4,0.12,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,RequestManagerTab,org.objectweb.cjdbc.console.wizard.tab.RequestManagerTab,7,0,1,0.67,4,0,0,2.5,0,5,19,0,FALSE,0,0,289,1,0,14,0,0,0,3,14,0,0,0,0,1,0,0,0,0.5,0,1,FALSE,FALSE,21,0.12,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,VirtualDatabaseTab,org.objectweb.cjdbc.console.wizard.tab.VirtualDatabaseTab,2,0,0,0.67,3,1,1,2,0,5,4,0,FALSE,0,0,197,2,0,9,0,0,0,3,9,0,0,0,0,0,0,0,0,1,0,1,FALSE,FALSE,6,0.18,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,RecoveryLog,org.objectweb.cjdbc.controller.recoverylog.RecoveryLog,3.11,28,0,1,36,20,66,10.5,2,0,108,5,FALSE,4110,0,2372,44,0,47,7,0,0,61,1,2,0,0,0,5,9,3,0,0.98,0,0.24,FALSE,FALSE,190,0.85,FALSE,FALSE,TRUE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,BackendRecoveryInfo,org.objectweb.cjdbc.controller.recoverylog.BackendRecoveryInfo,1,0,0,1,0,3,3,2,0,0,0,0,FALSE,0,0,116,0,0,4,8,0,0,10,0,0,0,0,0,0,0,0,0,-1,0,0.33,FALSE,FALSE,10,0.11,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,LoggerThread,org.objectweb.cjdbc.controller.recoverylog.LoggerThread,1.94,15,0,1,5,6,22,0,4,1,15,5,FALSE,0,0,420,0,0,6,2,0,0,17,0,0,0,0,0,0,0,0,0,-1,0,0.46,FALSE,FALSE,33,0.88,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,RecoverThread,org.objectweb.cjdbc.controller.recoverylog.RecoverThread,3,8,0,1,12,0,0,1,6,1,32,4,FALSE,1010,0,354,0,0,10,1,0,0,8,1,0,0,0,0,1,0,1,0,-1,0,0.52,FALSE,FALSE,24,0.6,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,RecoveryTask,org.objectweb.cjdbc.controller.recoverylog.RecoveryTask,1,0,0,1,0,1,1,2,1,0,0,0,FALSE,0,0,70,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,-1,0,0.2,FALSE,FALSE,6,0,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,AbstractRewritingRule,org.objectweb.cjdbc.controller.backend.rewriting.AbstractRewritingRule,0.88,0,0,1,1,1,3,0,0,0,5,0,FALSE,0,1,107,0,1,5,3,3,3,8,0,0,0,0,0,0,0,0,0,-1,0,0.19,FALSE,FALSE,7,0.57,TRUE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,PatternRewritingRule,org.objectweb.cjdbc.controller.backend.rewriting.PatternRewritingRule,10,0,0,0.2,0,0,0,1,1,1,0,0,FALSE,0,0,149,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,FALSE,FALSE,20,1,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ReplaceAllRewritingRule,org.objectweb.cjdbc.controller.backend.rewriting.ReplaceAllRewritingRule,2.67,0,0,0.8,0,0,0,0,0,1,0,0,FALSE,0,0,66,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,8,1,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,SimpleRewritingRule,org.objectweb.cjdbc.controller.backend.rewriting.SimpleRewritingRule,4,0,0,0.8,0,0,0,0,0,1,0,0,FALSE,0,0,61,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,8,1,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,AbstractConnectionManager,org.objectweb.cjdbc.controller.connection.AbstractConnectionManager,1.14,5,0,1,4,19,54,0,1,0,9,3,FALSE,0,2,429,14,8,10,10,5,2,28,1,2,0,0,0,0,0,0,3,0.96,0,0.09,FALSE,FALSE,32,0.58,TRUE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,AbstractPoolConnectionManager,org.objectweb.cjdbc.controller.connection.AbstractPoolConnectionManager,4.4,9,0,0.22,2,0,0,0.5,2,1,9,2,FALSE,0,1,213,1,0,3,1,3,3,5,0,0,0,0,0,1,0,0,0,0.25,0,0.67,FALSE,FALSE,22,0.75,TRUE,FALSE,FALSE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,DriverClassLoader,org.objectweb.cjdbc.controller.connection.DriverClassLoader,3.33,0,0,1,0,0,0,0,0,1,0,0,FALSE,0,0,293,0,0,2,0,0,0,6,0,2,0,0,0,0,0,0,0,-1,0,0.2,FALSE,FALSE,20,0,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,DriverManager,org.objectweb.cjdbc.controller.connection.DriverManager,4.17,0,0,1,4,0,0,0.5,1,0,8,0,FALSE,0,0,243,0,0,3,0,0,0,6,1,0,0,0,0,1,0,0,0,-1,0,0.67,FALSE,FALSE,25,0.75,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,FailFastPoolConnectionManager,org.objectweb.cjdbc.controller.connection.FailFastPoolConnectionManager,3.33,0,0,1,4,0,0,0,0,2,13,0,FALSE,0,0,154,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.6,FALSE,FALSE,20,1,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,RandomWaitPoolConnectionManager,org.objectweb.cjdbc.controller.connection.RandomWaitPoolConnectionManager,3.71,0,0,1,4,0,0,1,0,2,13,0,FALSE,0,0,234,0,0,1,1,0,0,7,0,1,0,0,0,1,0,1,0,0.2,0,0.6,FALSE,FALSE,26,0.8,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,SimpleConnectionManager,org.objectweb.cjdbc.controller.connection.SimpleConnectionManager,1.27,0,0,0.89,3,0,0,0,0,1,4,0,FALSE,0,0,135,0,0,1,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0.27,FALSE,FALSE,14,0.71,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,VariablePoolConnectionManager,org.objectweb.cjdbc.controller.connection.VariablePoolConnectionManager,3.77,1,1,1,4,0,0,0.5,2,2,15,1,FALSE,0,0,534,0,0,10,4,0,0,13,0,1,0,1,0,1,0,0,0,0.4,2,0.73,FALSE,FALSE,49,0.46,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,AbstractStandardMBean,org.objectweb.cjdbc.controller.jmx.AbstractStandardMBean,1,0,0,1,1,1,1,0,0,1,1,0,FALSE,0,4,169,0,1,1,0,29,6,15,0,8,0,0,0,0,0,0,0,-1,0,0.11,FALSE,FALSE,15,1,TRUE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,RmiConnector,org.objectweb.cjdbc.controller.jmx.RmiConnector,1.39,0,0,1,10,4,4,0,3,0,14,0,FALSE,0,0,343,0,0,14,9,0,0,18,1,0,4,0,0,0,0,0,0,-1,0,0.21,FALSE,TRUE,25,0.33,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,HttpAdaptor,org.objectweb.cjdbc.controller.jmx.HttpAdaptor,1.4,0,0,1,4,2,2,0,2,0,7,0,FALSE,0,0,130,0,0,8,0,0,0,5,1,0,0,0,0,0,0,0,0,-1,0,0.33,FALSE,FALSE,7,0.75,FALSE,FALSE,FALSE,TRUE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,AuthenticatingMBeanServer,org.objectweb.cjdbc.controller.jmx.AuthenticatingMBeanServer,3.5,1,0,1,3,1,1,0.5,1,1,9,1,FALSE,0,0,143,0,0,1,0,0,0,6,1,0,0,2,0,1,0,0,0,0,0,0.1,FALSE,FALSE,21,0.67,FALSE,FALSE,TRUE,FALSE,FALSE
Downloads/QualitasCorpus-20130901r/Systems/c-jdbc-2.0.2,ChainedMBeanServer,org.objectweb.cjdbc.controller.jmx.ChainedMBeanServer,1,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,1,414,0,0,1,2,1,1,40,0,2,0,0,0,0,0,0,0,-1,0,0,FALSE,FALSE,40,1,FALSE,FALSE,FALSE,TRUE,FALSE
